代码	名称	财务更新	上市日期	总股本(亿)	B/A股(亿)	H股(亿)	总资产(亿)	净资产(亿)	少数股权(亿)	资产负债率%	流动资产(亿)	固定资产(亿)	无形资产(亿)	流动负债(亿)	货币资金(亿)	存货(亿)	应收帐款(亿)	预收账款(亿)	资本公积金(亿)	营业收入(亿)	营业成本(亿)	营业利润(亿)	投资收益(亿)	利润总额(亿)	税后利润(亿)	净利润(亿)	扣非净利润(亿)	未分利润(亿)	经营现金流(亿)	总现金流(亿)	股东人数	人均持股	人均市值	利润同比%	收入同比%	市净率	市现率	市销率	股息率%	每股收益	每股净资	调整后净资	每股公积	每股未分配	每股现金流	权益比%	净益率%	毛利率%	营业利润率%	净利润率%	研发费用(亿)	员工人数	交易代码	自选日	自选价	自选收益%	
000032	深桑达Ａ	20201202	19931028	          4.13	--  	--  	23.88	15.17	          1.96	28.28	17.83	0.83	2.28	6.43	9.02	0.95	2.14	--  	0.69	9.10	7.05	1.13	0.03	1.14	0.88	0.80	0.69	7.71	-0.68	-0.34	19268.00	          8629	16.65万	-8.55	-9.99	          5.26	-116.86	8.76	0.41	0.193㈢	          3.67	0.00	          0.17	          1.87	         -0.17	         63.50	   5.27㈢	         22.58	         12.44	          8.78	0.18	433	000032	--  	--  	--  	
000034	神州数码	20201201	19940509	          6.59	--  	--  	297.59	44.81	          0.03	84.93	233.08	1.75	23.78	228.42	39.42	77.84	91.52	--  	24.07	636.87	611.43	6.23	-0.05	5.36	3.94	3.94	4.48	15.18	14.58	-0.27	46327.00	          8099	18.13万	-22.85	1.13	          3.29	10.12	0.23	0.93	0.610㈢	          6.80	6.80	          3.65	          2.30	          2.21	         15.06	   8.78㈢	          4.00	          0.98	          0.62	1.08	4070	000034	--  	--  	--  	
000035	中国天楹	20201031	19940408	         25.24	--  	--  	505.04	113.18	          9.84	75.64	125.23	80.73	108.03	140.63	39.68	6.33	59.98	--  	84.06	162.28	139.06	7.82	0.30	8.07	5.78	4.96	4.93	22.54	20.49	-0.27	41939.00	         38018	16.73万	27.09	24.18	          0.98	5.42	0.68	0.00	0.197㈢	          4.48	0.00	          3.33	          0.89	          0.81	         22.41	   4.39㈢	         14.31	          4.82	          3.06	0.48	44798	000035	--  	--  	--  	
000036	华联控股	20201201	19940617	         14.84	--  	--  	103.73	48.86	          9.14	44.08	79.30	8.01	0.04	25.09	47.33	27.95	1.50	--  	2.32	25.24	8.78	10.10	0.28	10.08	7.48	5.32	5.18	26.69	-8.06	-7.10	59270.00	         16646	6.91万	-12.56	12.04	          1.26	-7.64	2.44	9.64	0.360㈢	          3.29	0.00	          0.16	          1.80	         -0.54	         47.11	  10.89㈢	         65.23	         40.02	         21.08	--  	793	000036	--  	--  	--  	
000037	深南电A	20201201	19940701	          6.03	          2.64	--  	31.42	21.19	          0.36	31.41	20.34	9.43	0.21	8.65	8.89	1.09	1.44	--  	3.63	8.04	6.33	1.32	0.33	1.37	1.35	1.28	0.80	8.23	2.11	1.18	31136.00	         14902	16.62万	1403.26	-1.57	          3.17	31.91	8.36	0.18	0.210㈢	          3.52	0.00	          0.60	          1.37	          0.35	         67.44	   6.05㈢	         21.26	         16.38	         15.93	--  	516	000037	--  	--  	--  	
000038	深大通	20201201	19940808	          5.23	--  	--  	31.77	28.51	          0.34	9.22	17.15	0.02	0.06	2.86	9.49	0.51	4.83	--  	43.13	12.48	11.12	0.76	0.04	1.14	1.00	0.95	0.58	-20.40	-2.76	-2.47	33231.00	          4693	4.81万	3172.96	-15.34	          1.88	-19.44	4.30	0.00	0.182㈢	          5.45	0.00	          8.25	         -3.90	         -0.53	         89.71	   3.34㈢	         10.89	          6.08	          7.63	0.01	104	000038	--  	--  	--  	
000039	中集集团	20201120	19940408	         35.95	--  	         20.60	1803.04	412.87	        154.95	68.51	944.07	366.13	51.32	690.36	161.70	389.07	177.95	0.18	48.01	635.92	549.03	22.11	5.15	22.70	14.61	6.98	1.96	215.74	83.92	60.63	71632.00	         14182	20.49万	9.62	3.13	          1.48	6.19	0.82	0.83	0.140㈢	          9.77	9.77	          1.34	          6.00	          2.33	         22.90	   1.69㈢	         13.66	          3.48	          1.10	10.14	49715	000039	--  	--  	--  	
000040	东旭蓝天	20201209	19940808	         14.87	--  	--  	303.11	132.12	          1.06	56.06	153.28	59.41	1.54	118.08	36.49	2.04	30.47	0.02	106.76	25.04	20.99	-1.17	0.19	-1.94	-2.02	-1.99	-3.21	8.32	4.76	-1.29	73000.00	         12378	3.94万	-370.39	-60.80	          0.36	9.93	1.89	0.00	-0.134㈢	          8.89	0.00	          7.18	          0.56	          0.32	         43.59	  -1.51㈢	         16.20	         -4.67	         -7.95	0.10	842	000040	--  	--  	--  	
000042	中洲控股	20201203	19940921	          6.65	--  	--  	465.72	77.43	          3.88	82.54	411.10	10.46	0.02	237.74	48.14	327.91	1.04	0.12	24.56	57.07	45.59	1.80	0.25	1.74	0.50	0.98	0.83	40.80	1.17	6.83	14997.00	         13129	11.55万	-89.41	50.13	          0.76	49.89	1.03	1.36	0.148㈢	         11.65	0.00	          3.69	          6.14	          0.18	         16.63	   1.27㈢	         20.11	          3.16	          1.72	--  	2639	000042	--  	--  	--  	
000045	深纺织Ａ	20201113	19940815	          5.08	          0.49	--  	47.60	27.55	         11.23	18.53	21.58	8.23	0.36	4.48	3.17	4.41	5.30	0.19	19.68	14.73	12.84	0.31	0.18	0.31	0.22	0.25	0.14	0.75	-0.50	0.38	29807.00	          8597	6.42万	50.63	-10.21	          1.38	-76.09	2.58	0.00	0.050㈢	          5.43	5.43	          3.87	          0.15	         -0.10	         57.87	   0.92㈢	         12.85	          2.09	          1.73	0.41	1338	000045	--  	--  	--  	
000046	泛海控股	20201201	19940912	         51.96	--  	--  	1827.06	204.53	        178.03	79.06	1399.81	9.49	1.44	1011.38	188.68	636.36	6.08	--  	72.34	9.58	6.35	-1.55	12.12	-2.55	-3.85	-6.12	-5.69	58.98	2.79	11.76	40966.00	         36308	13.40万	-124.55	-44.57	          0.94	68.71	20.02	2.71	-0.118㈢	          3.94	0.00	          1.39	          1.13	          0.05	         11.19	  -2.99㈢	         33.68	        -16.16	        -63.89	--  	10201	000046	--  	--  	--  	
000048	京基智农	20201031	19941101	          4.02	--  	--  	83.84	20.50	          1.27	74.03	63.66	2.11	0.13	60.65	23.58	22.24	0.58	--  	0.42	11.92	7.47	2.39	0.49	2.35	1.75	1.66	1.23	14.21	16.47	8.52	8704.00	         13170	30.25万	-44.66	-30.87	          4.51	5.61	7.75	3.27	0.412㈢	          5.09	0.00	          0.10	          3.53	          4.09	         24.45	   8.09㈢	         37.32	         20.09	         13.91	0.20	746	000048	--  	--  	--  	
000049	德赛电池	20201208	19950320	          2.07	--  	--  	88.32	25.26	         -0.07	71.48	70.41	8.32	1.80	58.39	4.75	20.65	38.93	--  	1.48	127.67	116.48	5.59	0.15	5.60	4.39	3.68	3.40	21.16	8.80	-0.67	29221.00	          3847	19.58万	8.67	1.81	          4.17	11.98	0.83	1.38	1.778㈢	         12.19	0.00	          0.71	         10.21	          4.25	         28.61	  14.58㈢	          8.77	          4.38	          2.89	2.55	9744	000049	--  	--  	--  	
000050	深天马Ａ	20201208	19950315	         24.58	--  	--  	727.47	333.37	--  	54.17	159.43	273.38	21.29	154.81	41.56	25.71	67.58	--  	262.35	226.83	184.94	13.25	-0.01	13.55	12.31	12.31	6.89	44.93	35.17	9.52	85818.00	          9941	14.54万	19.04	-3.15	          1.08	10.22	1.59	0.46	0.590㈢	         13.56	0.00	         10.67	          1.83	          1.43	         45.83	   3.69㈢	         18.47	          5.84	          5.43	14.01	39842	000050	--  	--  	--  	
000055	方大集团	20201021	19960415	         10.88	          4.09	--  	119.06	52.04	          0.68	55.72	51.72	4.80	0.77	44.50	12.89	7.80	4.77	0.01	0.01	21.00	16.54	2.49	0.11	2.43	2.15	2.16	2.01	40.60	1.80	1.05	61688.00	         15284	6.77万	38.18	-1.18	          0.93	26.79	2.30	1.13	0.200㈢	          4.78	0.00	          0.00	          3.73	          0.17	         43.71	   4.14㈢	         21.22	         11.87	         10.27	0.97	2395	000055	--  	--  	--  	
000056	皇庭国际	20201027	19960708	         11.75	          2.42	--  	122.08	52.61	          1.09	56.01	13.00	0.46	0.23	23.03	0.36	0.08	2.92	--  	17.19	5.18	1.73	0.29	-0.00	0.52	0.33	0.30	-0.14	21.42	3.35	-0.42	26125.00	         22147	7.24万	-74.89	-31.90	          0.73	11.46	7.42	0.00	0.030㈢	          4.48	0.00	          1.46	          1.82	          0.29	         43.09	   0.57㈢	         66.50	          5.63	          5.74	--  	618	000056	--  	--  	--  	
000058	深 赛 格	20201202	19961226	         12.36	          2.46	--  	58.29	19.51	          6.10	56.07	39.81	0.59	0.26	19.42	9.11	22.74	0.85	--  	1.49	10.79	7.05	1.88	0.30	1.91	1.39	0.93	0.54	4.00	1.53	-0.64	76799.00	          6965	4.63万	-15.36	-3.13	          4.21	53.69	7.62	0.45	0.076㈢	          1.58	0.00	          0.12	          0.32	          0.12	         33.47	   4.78㈢	         34.60	         17.47	          8.65	0.02	2793	000058	--  	--  	--  	
000059	华锦股份	20201030	19970130	         15.99	--  	--  	290.78	130.89	          5.50	53.10	138.65	130.20	12.84	57.77	56.42	37.67	2.18	--  	59.59	204.12	183.26	-1.27	0.05	-1.04	-1.78	-1.67	-1.86	48.75	-9.72	-14.74	61877.00	         13478	7.20万	-118.14	-28.74	          0.65	-8.79	0.42	4.40	-0.104㈢	          8.18	0.00	          3.73	          3.05	         -0.61	         45.01	  -1.28㈢	         10.22	         -0.62	         -0.82	0.75	8649	000059	--  	--  	--  	
000060	中金岭南	20201029	19970123	         35.70	--  	--  	236.12	119.35	          4.32	47.62	90.83	77.72	28.70	51.39	46.44	16.74	6.48	--  	15.49	218.94	203.98	7.27	1.40	7.39	6.36	6.26	5.93	55.07	9.73	7.68	144702.00	         16155	7.33万	-1.62	26.26	          1.44	16.66	0.74	1.59	0.180㈢	          3.15	3.15	          0.43	          1.54	          0.27	         50.55	   5.24㈢	          6.83	          3.32	          2.86	2.00	9611	000060	--  	--  	--  	
000061	农 产 品	20201030	19970110	         16.97	--  	--  	188.51	53.63	         17.06	62.50	33.55	19.75	17.15	67.92	14.26	6.35	0.96	--  	27.96	23.24	14.51	5.45	1.65	5.43	3.70	2.75	1.54	5.89	5.35	-8.56	71269.00	          8558	5.72万	67.29	10.21	          2.12	21.22	4.89	0.90	0.162㈢	          3.16	0.00	          1.65	          0.35	          0.32	         28.45	   5.12㈢	         37.55	         23.45	         11.82	0.05	4644	000061	--  	--  	--  	
000062	深圳华强	20201028	19970130	         10.46	--  	--  	117.80	54.47	          5.75	48.88	79.11	2.50	1.68	52.67	13.74	16.20	40.24	0.91	6.48	114.92	103.59	6.50	0.35	6.48	5.31	4.62	4.35	33.51	-5.78	-3.33	36491.00	          6782	9.06万	-5.45	15.73	          2.57	-24.17	1.22	1.12	0.441㈢	          5.21	0.00	          0.62	          3.20	         -0.55	         46.24	   8.48㈢	          9.86	          5.66	          4.02	0.62	1887	000062	--  	--  	--  	
000063	中兴通讯	20201029	19971118	         46.13	--  	          7.56	1652.68	419.06	         28.51	72.92	1234.45	119.26	82.75	897.00	435.48	393.53	144.72	--  	232.98	741.29	503.05	39.39	2.99	39.55	32.15	27.12	14.46	134.70	38.69	104.35	570887.00	          4278	13.76万	-34.30	15.39	          3.54	38.36	2.00	0.62	0.590㈢	          9.08	9.08	          5.05	          2.92	          0.84	         25.36	   6.47㈢	         32.14	          5.31	          3.66	107.91	70066	000063	--  	--  	--  	
000065	北方国际	20201102	19980605	          7.70	--  	--  	185.33	54.60	          5.67	67.48	133.72	6.75	17.26	80.43	45.37	5.91	54.05	--  	9.15	70.63	60.04	5.95	0.02	6.01	5.11	5.14	5.01	33.46	-12.86	14.47	30232.00	          9941	7.31万	3.74	6.57	          1.06	-4.40	0.80	1.25	0.670㈢	          6.90	6.90	          1.19	          4.35	         -1.67	         29.46	   9.41㈢	         14.99	          8.43	          7.28	0.12	1710	000065	--  	--  	--  	
000066	中国长城	20201207	19970626	         29.28	--  	--  	264.97	78.67	          3.84	68.86	181.37	26.63	4.29	105.05	39.52	64.74	37.05	0.41	6.10	74.60	57.70	-1.36	0.64	-1.36	-1.31	-1.63	-2.46	35.73	-22.79	-1.43	189339.00	          8941	12.68万	-171.58	4.33	          5.28	-18.22	5.57	0.61	-0.056㈢	          2.69	0.00	          0.21	          1.22	         -0.78	         29.69	  -2.07㈢	         22.65	         -1.83	         -2.18	6.92	13571	000066	--  	--  	--  	
000068	华控赛格	20201201	19970611	         10.07	--  	--  	37.32	4.52	          4.22	76.58	10.83	1.98	1.01	6.94	5.10	0.46	1.40	0.00	11.93	1.36	0.96	-0.84	-0.03	-0.84	-0.83	-0.77	-0.80	-19.06	-0.12	-0.57	46713.00	         11779	3.49万	-7.33	37.22	          6.60	-258.74	21.95	0.00	-0.077㈢	          0.45	0.00	          1.19	         -1.89	         -0.01	         12.10	 -17.08㈢	         29.65	        -61.53	        -56.82	0.09	554	000068	--  	--  	--  	
000069	华侨城Ａ	20201208	19970910	         82.02	--  	--  	4326.91	703.39	        332.12	76.07	3500.91	161.39	98.89	2231.77	433.82	2376.43	4.17	11.33	52.02	333.94	142.89	73.82	2.21	74.40	54.36	52.48	50.02	548.74	-22.38	62.79	123292.00	         30182	20.28万	-12.50	11.83	          0.78	-24.63	1.65	4.46	0.640㈢	          8.58	0.00	          0.63	          6.69	         -0.27	         16.26	   7.46㈢	         57.21	         22.10	         15.71	--  	25003	000069	--  	--  	--  	
000070	特发信息	20201204	20000511	          8.17	--  	--  	97.22	29.43	          5.17	64.42	74.48	5.77	1.50	51.07	9.02	30.10	23.01	--  	9.30	24.49	20.31	0.17	0.10	0.10	0.10	-0.16	-0.39	10.00	-21.78	0.79	62247.00	          7880	7.70万	-116.69	-19.68	          2.81	-3.66	3.26	0.71	-0.019㈢	          3.47	3.47	          1.14	          1.22	         -2.67	         30.27	  -0.54㈢	         17.08	          0.70	         -0.65	1.53	3615	000070	--  	--  	--  	
000078	海王生物	20201104	19981218	         27.51	--  	--  	403.24	64.54	         16.87	79.81	338.68	9.12	2.81	314.77	64.11	36.41	182.61	--  	25.63	287.45	251.48	6.67	-0.28	6.26	4.25	2.00	2.43	13.79	1.74	2.39	202207.00	          6947	2.76万	-45.20	-6.38	          1.69	62.83	0.38	0.00	0.073㈢	          2.35	0.00	          0.93	          0.50	          0.06	         16.01	   3.10㈢	         12.51	          2.32	          0.70	0.35	11332	000078	--  	--  	--  	
000088	盐 田 港	20201030	19970728	         22.49	--  	--  	128.61	85.97	         12.60	23.35	26.35	33.21	2.38	7.51	19.74	0.03	0.24	0.06	16.87	3.81	2.63	3.40	2.94	3.40	3.15	3.13	2.87	36.52	2.16	11.68	82610.00	          8853	5.60万	17.85	-16.45	          1.65	65.83	37.32	0.20	0.160㈢	          3.82	0.00	          0.75	          1.62	          0.10	         66.85	   3.64㈢	         30.98	         89.21	         82.24	--  	823	000088	--  	--  	--  	
000089	深圳机场	20201030	19980420	         20.51	--  	--  	140.41	118.36	          0.12	15.62	23.94	72.59	2.57	21.20	16.87	0.08	6.23	0.23	27.93	21.32	20.51	-0.60	-0.22	-0.58	-0.53	-0.62	-0.48	60.02	4.41	2.85	92382.00	          9552	7.87万	-112.83	-24.11	          1.43	38.31	7.92	0.97	-0.030㈢	          5.77	0.00	          1.36	          2.93	          0.22	         84.30	  -0.52㈢	          3.83	         -2.80	         -2.89	--  	5602	000089	--  	--  	--  	
000090	天健集团	20201030	19990721	         18.69	--  	--  	450.44	110.69	          0.76	75.26	396.60	4.04	2.97	242.89	57.57	264.40	25.45	--  	15.62	99.61	67.50	19.03	0.15	18.91	13.71	13.75	13.64	39.21	-32.23	11.55	58774.00	         19206	12.16万	451.42	64.24	          1.38	-3.67	1.19	6.00	0.680㈢	          4.59	4.59	          0.84	          2.10	         -1.72	         24.57	  12.42㈢	         32.23	         19.11	         13.80	0.90	9530	000090	--  	--  	--  	
000096	广聚能源	20201031	20000724	          5.28	--  	--  	30.59	28.23	          0.21	6.99	17.31	0.54	1.04	1.54	14.61	0.15	0.03	0.00	3.51	9.21	8.30	1.39	1.05	1.39	1.23	1.21	1.10	14.39	-0.03	-0.12	24354.00	          9638	9.43万	14.49	-23.56	          1.83	-1705.59	5.60	0.20	0.230㈢	          5.35	0.00	          0.67	          2.72	         -0.01	         92.31	   4.29㈢	          9.88	         15.11	         13.15	--  	400	000096	--  	--  	--  	
000099	中信海直	20201026	20000731	          6.06	--  	--  	54.70	33.80	          1.22	35.99	20.86	23.03	0.90	6.17	5.21	3.14	8.46	0.01	10.33	10.81	8.16	1.95	0.00	1.97	1.41	1.40	1.38	14.97	7.25	-0.74	52996.00	          7018	5.00万	-10.75	-5.61	          1.28	5.96	4.00	0.70	0.231㈢	          5.58	0.00	          1.70	          2.47	          1.20	         61.78	   4.14㈢	         24.51	         18.05	         12.95	--  	1035	000099	--  	--  	--  	
000100	TCL科技	20201203	20040130	        140.31	--  	--  	2002.82	310.75	        359.77	66.52	619.78	595.42	64.53	548.65	128.27	52.70	112.85	0.00	56.94	487.10	435.08	19.35	19.52	24.00	20.62	20.25	8.60	118.61	118.71	-52.20	475599.00	         23911	16.07万	-21.42	-17.18	          2.92	7.94	1.94	1.38	0.160㈢	          2.30	2.30	          0.41	          0.85	          0.85	         15.52	   6.52㈢	         10.68	          3.97	          4.16	28.01	35379	000100	--  	--  	--  	
000150	宜华健康	20201030	20000807	          8.78	--  	--  	57.02	5.90	          1.20	87.54	22.55	6.31	5.60	38.83	1.07	2.24	9.42	0.68	3.22	12.12	10.21	-1.96	-0.06	-1.98	-1.99	-2.08	-2.22	-7.08	1.59	-0.62	40965.00	          9925	3.10万	-8088.19	-12.89	          4.64	17.19	2.26	0.00	-0.237㈢	          0.67	0.00	          0.37	         -0.81	          0.18	         10.35	 -35.19㈢	         15.80	        -16.16	        -17.13	--  	11760	000150	--  	--  	--  	
000151	中成股份	20201203	20000906	          2.96	--  	--  	22.88	9.51	--  	58.41	18.64	0.54	0.20	13.32	5.47	2.39	0.51	--  	4.42	4.67	4.09	0.08	0.00	0.09	0.09	0.09	-0.05	0.62	1.51	-0.69	28500.00	          5629	4.87万	263.99	-28.51	          2.69	17.00	5.49	0.23	0.030㈢	          3.21	0.00	          1.49	          0.21	          0.51	         41.59	   0.93㈢	         12.37	          1.81	          1.90	0.00	352	000151	--  	--  	--  	
000153	丰原药业	20201029	20000920	          3.12	--  	--  	35.17	13.84	          0.03	60.58	16.58	6.85	1.34	19.07	2.46	4.93	7.17	--  	4.96	24.26	15.74	0.98	0.13	0.99	0.70	0.71	0.43	4.88	0.45	-0.34	46889.00	          4628	3.64万	-5.98	1.71	          1.78	54.53	1.01	0.00	0.226㈢	          4.43	0.00	          1.59	          1.56	          0.14	         39.35	   5.10㈢	         35.14	          4.05	          2.91	0.49	4668	000153	--  	--  	--  	
000155	川能动力	20201202	20000926	         12.70	--  	--  	82.13	37.11	          8.18	44.85	28.60	29.29	0.87	9.11	7.04	1.52	11.66	0.00	33.10	13.39	8.78	3.20	0.03	3.21	2.94	1.90	1.75	-10.69	2.01	-2.96	39699.00	         18095	11.40万	-15.16	2.57	          2.16	39.77	5.98	0.00	0.150㈢	          2.92	0.00	          2.61	         -0.84	          0.16	         45.19	   5.11㈢	         34.43	         23.91	         14.17	--  	229	000155	--  	--  	--  	
000156	华数传媒	20201031	20000906	         14.33	--  	--  	150.87	105.69	          0.01	29.94	87.01	31.62	3.88	31.08	48.43	0.68	6.22	--  	62.59	28.01	18.09	4.73	1.53	4.70	4.70	4.70	3.78	24.75	5.44	-23.85	48934.00	         11176	10.20万	-7.18	11.63	          1.24	24.08	4.67	6.90	0.328㈢	          7.37	0.00	          4.37	          1.73	          0.38	         70.06	   4.44㈢	         35.41	         16.88	         16.77	0.99	4998	000156	--  	--  	--  	
000157	中联重科	20201203	20001012	         79.19	--  	         13.88	1112.35	463.10	          9.45	57.52	759.13	56.04	39.05	429.75	85.00	149.31	295.45	--  	131.66	452.44	323.44	65.28	3.32	65.82	57.35	56.86	49.56	231.39	40.17	15.28	236932.00	         19687	19.08万	63.41	42.48	          1.66	19.10	1.70	2.17	0.760㈢	          5.85	5.85	          1.66	          2.92	          0.51	         41.63	  12.28㈢	         28.51	         14.43	         12.57	17.11	19016	000157	--  	--  	--  	
000158	常山北明	20201202	20000724	         15.99	--  	--  	139.37	58.63	         -0.03	57.96	79.25	23.11	6.53	57.81	12.11	24.57	16.48	--  	26.51	51.35	46.04	-0.38	0.05	-0.65	-0.71	-0.49	-2.15	13.72	-2.86	-5.05	91701.00	         10038	6.77万	-219.08	-20.88	          1.84	-37.63	2.10	0.00	-0.031㈢	          3.67	0.00	          1.66	          0.86	         -0.18	         42.07	  -0.84㈢	         10.33	         -0.73	         -0.96	1.52	5084	000158	--  	--  	--  	
000159	国际实业	20201029	20000926	          4.81	--  	--  	27.67	22.21	         -0.16	20.30	13.35	2.89	0.61	5.45	0.68	7.16	0.23	0.18	3.73	3.71	3.25	0.70	1.54	0.69	0.62	0.64	0.19	12.47	-0.42	-0.69	57988.00	          6327	3.47万	671.43	13.48	          1.19	-63.31	7.09	0.36	0.134㈢	          4.62	0.00	          0.78	          2.59	         -0.09	         80.28	   2.90㈢	         12.62	         18.74	         17.35	0.05	295	000159	--  	--  	--  	
000166	申万宏源	20201031	20150126	        250.40	--  	         25.04	4728.44	872.71	         16.41	81.20	0.00	11.50	1.36	0.00	940.33	0.00	0.00	--  	193.67	214.79	0.00	80.33	43.67	79.97	66.04	65.29	63.89	280.43	-229.90	59.11	317210.00	         30649	15.60万	37.26	30.80	          1.46	-5.54	5.93	1.41	0.260㈢	          3.49	0.00	          0.77	          1.12	         -0.92	         18.46	   7.48㈢	--  	         37.40	         30.40	--  	13022	000166	--  	--  	--  	
000301	东方盛虹	20201031	20000529	         48.35	--  	--  	492.83	174.37	         24.65	59.62	142.08	136.58	21.88	181.50	84.73	31.17	1.90	--  	72.77	156.45	146.79	1.98	0.93	2.14	2.34	2.36	0.78	18.72	14.92	23.33	61966.00	         15134	14.89万	-80.16	-16.50	          2.73	31.88	3.04	0.85	0.050㈢	          3.61	0.00	          1.51	          0.39	          0.31	         35.38	   1.35㈢	          6.18	          1.27	          1.51	1.21	15931	000301	--  	--  	--  	
000333	美的集团	20201113	20130918	         70.22	--  	--  	3504.43	1128.78	         72.51	65.72	2454.81	218.88	153.24	1843.36	664.90	241.31	230.77	--  	218.64	2167.61	1619.43	258.76	16.47	259.48	221.94	220.18	206.16	836.04	250.15	10.17	181433.00	         25650	215.46万	3.29	-1.88	          5.23	23.58	2.72	1.89	3.180㈢	         16.07	16.07	          3.11	         11.91	          3.56	         32.21	  19.51㈢	         25.29	         11.94	         10.16	67.16	134897	000333	--  	--  	--  	
000338	潍柴动力	20201031	20070430	         79.34	--  	         19.43	2650.77	493.94	        252.31	71.85	1491.34	295.20	233.10	1228.49	428.96	286.00	182.03	--  	1.20	1473.84	1186.57	102.38	5.49	104.02	87.02	71.06	68.33	420.78	22.53	-81.00	166114.00	         25188	40.15万	0.67	16.32	          2.56	56.13	0.86	1.79	0.900㈢	          6.23	0.00	          0.02	          5.30	          0.28	         18.63	  14.39㈢	         19.49	          6.95	          4.82	40.47	43822	000338	--  	--  	--  	
000400	许继电气	20201029	19970418	         10.08	--  	--  	161.32	84.64	          5.70	44.00	134.38	14.93	8.30	62.80	9.21	28.92	78.19	--  	6.95	65.92	51.57	6.61	-0.01	6.74	5.78	5.12	4.37	62.35	-1.48	-5.01	64795.00	          8829	13.22万	68.07	16.49	          1.78	-102.29	2.29	0.40	0.508㈢	          8.39	0.00	          0.69	          6.18	         -0.15	         52.47	   6.05㈢	         21.76	         10.02	          7.76	2.94	5383	000400	--  	--  	--  	
000401	冀东水泥	20201127	19960614	         13.48	--  	--  	615.41	165.81	        138.68	50.52	185.92	313.75	53.23	203.62	67.81	27.92	25.53	--  	32.61	251.54	164.09	48.51	3.57	48.52	37.53	20.94	20.29	79.80	69.36	7.42	123714.00	          6860	10.40万	-15.96	-4.76	          1.50	2.95	0.81	3.30	1.440㈢	         10.09	10.09	          2.42	          5.92	          5.15	         26.94	  12.63㈢	         34.77	         19.28	          8.33	1.30	24153	000401	--  	--  	--  	
000402	金 融 街	20201201	19960626	         29.89	--  	--  	1692.77	347.77	         42.79	76.93	1161.84	26.41	5.41	605.92	133.74	830.17	23.76	--  	68.57	105.18	63.80	16.11	-0.56	16.08	10.65	9.10	5.31	226.66	1.48	23.49	70686.00	         14041	9.37万	-33.87	-21.22	          0.57	134.32	1.90	4.50	0.300㈢	         11.64	0.00	          2.29	          7.58	          0.05	         20.54	   2.62㈢	         39.34	         15.31	          8.65	--  	3867	000402	--  	--  	--  	
000403	双林生物	20201210	19960628	          4.92	--  	--  	14.64	8.73	         -0.00	40.40	7.77	3.56	0.61	5.65	0.80	4.55	1.81	--  	0.43	6.62	3.42	1.28	0.00	1.25	1.02	1.04	0.97	2.92	-0.62	-0.48	16756.00	         14439	55.45万	-18.50	3.36	         21.66	-306.55	28.56	0.17	0.211㈢	          1.77	0.00	          0.09	          0.59	         -0.13	         59.61	  11.89㈢	         48.42	         19.33	         15.67	0.07	875	000403	--  	--  	--  	
000404	长虹华意	20201125	19960619	          6.96	--  	--  	107.67	32.77	         10.90	59.43	80.39	15.26	2.80	59.85	30.98	9.20	20.82	--  	15.82	72.68	64.53	1.56	0.28	1.60	1.33	0.76	0.32	9.31	1.06	3.37	32471.00	         13939	6.54万	24.59	4.66	          1.00	30.69	0.45	0.43	0.110㈢	          4.71	0.00	          2.27	          1.34	          0.15	         30.44	   2.33㈢	         11.21	          2.14	          1.05	2.57	7802	000404	--  	--  	--  	
000407	胜利股份	20201027	19960703	          8.80	--  	--  	65.08	24.57	          4.18	55.83	19.52	15.63	1.17	28.52	6.99	4.07	4.08	--  	9.47	28.89	23.06	2.33	0.23	2.36	1.76	1.27	1.20	4.74	1.56	-2.74	41720.00	         14531	6.22万	9.60	-27.54	          1.53	24.18	1.30	0.82	0.144㈢	          2.79	0.00	          1.08	          0.54	          0.18	         37.75	   5.16㈢	         20.19	          8.07	          4.39	0.18	2121	000407	--  	--  	--  	
000408	*ST藏格	20201031	19960628	         19.94	--  	--  	90.99	82.18	--  	9.68	24.07	36.45	2.92	8.51	7.84	6.16	0.58	--  	12.45	12.35	7.73	3.34	-0.29	3.11	2.55	2.55	2.36	44.90	9.01	7.02	18312.00	         25857	19.57万	-27.72	6.40	          1.84	16.76	12.23	0.00	0.128㈢	          4.12	0.00	          0.62	          2.25	          0.45	         90.32	   3.10㈢	         37.42	         27.09	         20.62	0.01	1707	000408	--  	--  	--  	
000409	ST地矿	20201030	19960627	          5.11	--  	--  	8.19	4.69	          0.95	31.13	5.56	1.87	0.04	2.55	1.18	1.45	1.93	--  	5.49	19.55	18.47	0.57	0.62	0.51	0.35	0.31	-0.32	-5.92	-1.43	-1.21	29992.00	         11332	4.66万	112.55	1.05	          4.47	-14.70	1.07	0.00	0.060㈢	          0.92	0.00	          1.08	         -1.16	         -0.28	         57.32	   6.50㈢	          5.53	          2.89	          1.56	0.06	1450	000409	--  	--  	--  	
